Date,Predicted Temperature (C)
2025-01-04,11.98
2025-01-05,11.34
2025-01-06,11.360000000000001
2025-01-07,11.759999999999998
2025-01-08,13.040000000000001
2025-01-09,13.439999999999998
2025-01-10,13.95
