Date,Predicted Temperature (C)
2025-01-04,11.39
2025-01-05,10.290000000000001
2025-01-06,9.91
2025-01-07,10.57
2025-01-08,12.21
2025-01-09,12.539999999999997
2025-01-10,13.429999999999998
